User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00771,37,MALE,WORKING PROFESSIONAL,MARRIED,FACEBOOK,6.3,2,7,true,5-30 MIN,93,4.2,6.4,8.0,3.4,false,true,2.0,6.5,7.2,7.9,5.1,7.2,7.3,4.6,0.7,0.9,7.2,MODERATE
USR00773,26,MALE,UNEMPLOYED,MARRIED,INSTAGRAM,6.2,3,3,true,WITHIN 5 MIN,103,8.1,8.5,5.9,5.9,true,false,5.6,4.8,5.7,3.8,5.7,7.8,9.2,8.0,3.8,0.5,3.7,SEVERE
USR00774,16,FEMALE,STUDENT,MARRIED,INSTAGRAM,3.4,4,5,true,WITHIN 5 MIN,56,6.2,6.3,7.4,7.8,false,true,3.2,3.9,4.4,4.9,2.1,6.2,6.6,5.3,3.7,1.3,3.9,SEVERE
USR00776,22,FEMALE,WORKING PROFESSIONAL,SINGLE,TWITTER/X,1.4,1,5,false,WITHIN 5 MIN,76,4.0,3.0,2.3,6.6,true,false,5.2,5.3,5.9,6.1,3.5,6.7,5.6,8.3,0.9,3.0,7.0,LOW
USR00777,21,MALE,STUDENT,IN A RELATIONSHIP,INSTAGRAM,1.3,5,4,true,AFTER 30 MIN,81,8.6,2.7,3.0,2.8,true,true,6.0,3.9,6.2,4.5,2.2,6.3,6.2,7.2,4.7,2.6,6.5,MODERATE
USR00778,31,FEMALE,UNEMPLOYED,SINGLE,TWITTER/X,3.8,2,5,false,WITHIN 5 MIN,23,4.8,7.8,3.9,4.9,true,true,3.7,10.0,4.6,7.4,5.0,6.7,5.1,6.7,3.2,1.3,7.0,MODERATE
USR00779,18,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,5.8,2,4,false,WITHIN 5 MIN,5,2.0,4.1,3.5,2.3,true,false,2.9,3.8,2.1,7.0,7.4,8.0,2.9,4.4,3.2,0.2,9.3,LOW
USR00780,21,FEMALE,STUDENT,IN A RELATIONSHIP,INSTAGRAM,0.6,2,3,true,5-30 MIN,55,6.6,3.2,2.9,4.0,false,true,4.7,2.9,3.1,5.1,2.5,6.3,4.3,7.3,0.0,3.1,7.6,MODERATE
USR00781,38,MALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,0.5,4,5,false,5-30 MIN,5,6.6,5.7,4.2,9.9,true,false,3.3,6.6,1.4,6.8,6.2,7.6,5.9,4.4,3.4,4.6,8.0,LOW
USR00782,19,MALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,7.0,1,5,false,5-30 MIN,80,5.9,4.9,4.9,9.4,true,false,4.4,4.5,6.1,6.9,5.4,6.5,8.4,0.3,0.3,1.6,6.1,HIGH
USR00784,23,FEMALE,FREELANCER,SINGLE,INSTAGRAM,9.3,3,5,false,WITHIN 5 MIN,37,5.1,7.2,4.3,6.6,true,false,6.7,4.4,4.6,7.8,5.6,5.2,5.4,8.5,3.3,4.2,6.7,HIGH
USR00785,41,MALE,WORKING PROFESSIONAL,SINGLE,TIKTOK,5.3,8,3,true,5-30 MIN,5,6.1,7.8,5.2,6.5,false,true,1.7,1.8,2.5,5.3,4.4,7.8,2.5,8.7,4.0,3.0,5.6,SEVERE
USR00786,29,UNKNOWN,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,4.4,2,2,false,WITHIN 5 MIN,69,4.1,5.5,6.3,7.1,false,false,3.0,2.9,5.0,5.3,8.6,5.5,3.8,5.7,1.1,1.7,6.8,MODERATE
USR00787,38,NON-BINARY,UNEMPLOYED,IN A RELATIONSHIP,UNKNOWN,6.5,4,6,false,5-30 MIN,32,4.7,4.9,6.0,4.6,false,true,3.4,3.6,3.6,1.1,7.4,7.9,5.4,4.9,2.9,3.6,7.5,LOW
USR00792,42,MALE,STUDENT,SINGLE,TIKTOK,1.2,2,2,true,AFTER 30 MIN,55,10.0,7.8,4.3,1.6,true,false,4.5,5.1,4.4,6.8,4.2,5.9,8.8,5.4,4.2,2.7,7.6,LOW
USR00793,40,MALE,STUDENT,IN A RELATIONSHIP,SNAPCHAT,5.4,1,5,false,5-30 MIN,41,2.7,4.4,3.6,2.8,true,true,6.6,4.1,1.1,3.9,6.3,8.7,8.1,6.9,5.5,2.6,7.2,LOW
USR00795,36,FEMALE,STUDENT,MARRIED,INSTAGRAM,8.7,2,5,true,5-30 MIN,51,4.2,5.5,3.9,8.0,true,true,8.0,0.7,1.5,3.5,3.8,5.7,5.2,3.7,5.5,2.0,5.2,SEVERE
USR00796,27,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,FACEBOOK,7.3,3,5,true,WITHIN 5 MIN,35,2.8,6.0,8.1,4.6,true,false,1.9,7.8,7.2,3.3,7.4,10.0,5.0,5.6,3.4,4.7,6.4,MODERATE
USR00797,35,MALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,3.6,1,5,true,WITHIN 5 MIN,104,5.0,4.9,7.4,3.2,false,false,5.2,2.2,6.0,7.0,7.5,7.1,4.2,6.8,1.6,2.4,6.9,MODERATE
USR00799,32,NON-BINARY,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,3.7,6,2,false,AFTER 30 MIN,68,5.4,8.5,6.9,4.8,true,true,10.0,8.6,3.7,6.3,4.0,5.7,6.4,3.7,3.5,0.0,6.2,HIGH
USR00800,16,FEMALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,4.7,4,3,true,5-30 MIN,28,4.0,2.5,3.9,6.2,true,true,3.2,2.0,3.8,6.4,1.2,4.1,8.6,4.1,3.2,2.6,6.1,MODERATE
USR00802,27,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,3.5,5,5,true,WITHIN 5 MIN,99,6.1,7.5,8.2,5.6,true,false,7.6,3.2,4.4,4.4,5.7,7.6,4.5,4.5,3.0,2.3,5.1,SEVERE
USR00803,32,MALE,WORKING PROFESSIONAL,SINGLE,YOUTUBE,2.4,4,4,true,5-30 MIN,107,5.4,5.5,5.0,6.1,true,false,9.1,4.1,7.5,8.1,7.9,5.7,5.7,5.4,3.8,3.1,5.9,HIGH
USR00804,33,NON-BINARY,FREELANCER,SINGLE,INSTAGRAM,4.4,2,6,true,WITHIN 5 MIN,60,6.5,7.4,3.9,4.2,false,false,6.2,3.0,4.2,3.6,8.1,6.2,5.4,3.2,4.6,1.8,6.4,MODERATE
USR00805,28,MALE,STUDENT,SINGLE,INSTAGRAM,3.6,5,7,true,5-30 MIN,40,6.0,6.4,10.0,6.0,true,true,7.0,4.9,7.2,4.9,5.6,9.0,1.0,5.1,0.0,0.0,3.2,SEVERE
USR00806,32,MALE,FREELANCER,MARRIED,TIKTOK,2.9,2,7,true,WITHIN 5 MIN,106,7.8,5.1,7.4,0.0,false,true,7.7,3.8,1.5,6.5,6.2,5.2,5.2,6.0,3.3,2.1,4.9,SEVERE
USR00808,29,MALE,STUDENT,SINGLE,INSTAGRAM,4.8,4,5,false,AFTER 30 MIN,115,6.6,4.6,6.9,10.0,true,true,7.3,7.6,7.2,5.7,2.1,8.0,2.8,2.6,3.2,4.3,5.2,SEVERE
USR00809,32,MALE,FREELANCER,IN A RELATIONSHIP,INSTAGRAM,4.4,5,4,true,5-30 MIN,43,5.5,7.3,4.7,6.2,true,false,5.7,2.8,2.2,5.4,8.1,6.7,3.7,5.8,1.6,1.1,5.9,HIGH
USR00810,17,NON-BINARY,STUDENT,IN A RELATIONSHIP,SNAPCHAT,7.1,2,2,false,AFTER 30 MIN,81,4.5,4.2,5.3,5.5,true,false,5.8,5.2,4.7,5.2,4.7,9.1,7.0,6.0,5.9,5.6,8.5,LOW
USR00811,23,FEMALE,FREELANCER,SINGLE,INSTAGRAM,2.3,2,2,false,AFTER 30 MIN,131,6.0,4.3,6.0,7.9,false,true,6.1,3.0,3.2,2.7,4.5,5.8,3.8,7.2,3.1,2.4,6.2,HIGH
USR00812,37,UNKNOWN,STUDENT,SINGLE,YOUTUBE,5.0,1,3,false,AFTER 30 MIN,97,3.7,6.2,3.0,2.8,true,true,4.1,5.4,4.2,4.6,4.8,5.7,2.9,6.6,0.0,3.7,8.3,LOW
USR00813,28,NON-BINARY,STUDENT,SINGLE,INSTAGRAM,6.7,1,2,false,WITHIN 5 MIN,66,1.9,7.8,8.2,4.0,true,false,7.1,7.4,2.5,3.4,5.0,3.0,4.8,5.1,2.2,4.3,5.1,HIGH
USR00815,20,FEMALE,WORKING PROFESSIONAL,SINGLE,FACEBOOK,4.8,5,5,true,WITHIN 5 MIN,66,7.1,3.4,3.9,2.0,true,false,5.8,6.4,5.7,4.4,4.2,8.6,2.5,5.2,3.5,0.0,5.6,HIGH
USR00816,37,MALE,STUDENT,SINGLE,INSTAGRAM,5.9,3,4,true,5-30 MIN,81,8.3,6.6,3.0,4.9,true,false,4.1,5.8,2.7,6.1,4.6,7.2,5.3,5.1,1.7,0.9,5.5,HIGH
USR00817,23,UNKNOWN,UNEMPLOYED,IN A RELATIONSHIP,FACEBOOK,5.6,2,6,false,AFTER 30 MIN,86,3.3,4.8,1.6,6.5,true,false,4.4,0.3,4.3,3.9,5.0,8.2,6.7,6.4,5.4,3.7,8.1,LOW
USR00819,33,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,1.8,1,2,false,5-30 MIN,44,7.8,5.8,8.4,4.3,false,true,4.5,5.1,3.6,8.4,5.4,3.0,4.0,6.1,0.0,3.9,6.5,MODERATE
USR00820,16,MALE,UNEMPLOYED,MARRIED,INSTAGRAM,2.5,2,4,false,WITHIN 5 MIN,34,5.4,2.4,6.3,1.7,true,true,5.8,5.4,4.6,4.3,2.6,5.8,4.1,5.4,2.4,2.9,7.9,MODERATE
USR00822,36,MALE,WORKING PROFESSIONAL,SINGLE,TIKTOK,3.8,3,5,true,WITHIN 5 MIN,26,6.0,2.8,2.2,5.4,true,false,3.6,5.6,8.6,5.2,2.9,6.5,7.4,6.5,3.1,3.5,7.1,MODERATE
USR00823,15,MALE,UNEMPLOYED,UNKNOWN,TIKTOK,3.8,5,4,false,5-30 MIN,47,7.6,3.7,4.5,7.3,true,false,3.1,4.5,4.6,5.7,5.8,7.7,0.4,5.4,5.0,3.7,7.7,LOW
USR00824,35,FEMALE,WORKING PROFESSIONAL,SINGLE,TIKTOK,3.3,4,3,true,WITHIN 5 MIN,61,6.9,8.0,8.5,3.7,false,true,3.8,2.7,6.2,2.2,10.0,7.7,0.0,7.6,2.7,1.3,5.8,SEVERE
USR00825,34,NON-BINARY,STUDENT,IN A RELATIONSHIP,UNKNOWN,0.7,4,4,false,5-30 MIN,66,5.9,7.6,3.9,3.8,false,true,3.3,4.2,5.5,6.0,6.0,7.9,3.1,5.2,2.5,2.0,6.8,LOW
USR00826,22,NON-BINARY,UNEMPLOYED,SINGLE,UNKNOWN,5.8,2,4,true,WITHIN 5 MIN,55,7.0,3.2,4.1,7.6,false,true,6.8,8.8,6.7,8.2,5.8,5.8,2.6,9.8,2.9,4.9,6.0,HIGH
USR00827,19,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,2.2,3,5,false,5-30 MIN,5,7.4,5.4,6.5,7.9,false,true,5.2,5.9,2.4,4.6,2.9,8.5,4.2,5.4,2.3,3.4,5.2,HIGH
USR00828,44,MALE,STUDENT,MARRIED,TIKTOK,7.9,7,1,false,WITHIN 5 MIN,91,4.0,7.3,6.3,2.4,false,true,2.3,2.3,5.4,2.1,7.8,5.7,3.3,7.7,3.5,5.3,6.0,HIGH
USR00829,27,MALE,WORKING PROFESSIONAL,SINGLE,FACEBOOK,10.5,4,3,true,5-30 MIN,87,4.1,6.4,3.0,3.2,false,true,4.3,4.5,2.0,6.1,5.3,8.5,4.0,4.9,5.1,0.0,5.1,SEVERE
USR00831,15,NON-BINARY,WORKING PROFESSIONAL,SINGLE,SNAPCHAT,5.5,2,4,false,5-30 MIN,81,2.9,4.3,4.8,7.3,false,true,5.3,2.4,4.5,3.6,6.7,5.5,7.0,7.7,2.3,6.8,6.7,MODERATE
USR00832,20,MALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,FACEBOOK,3.1,1,5,true,5-30 MIN,96,8.9,3.5,7.4,7.1,true,false,6.9,0.0,1.9,6.5,5.6,6.5,5.7,3.4,3.6,1.6,6.7,MODERATE
USR00833,17,FEMALE,STUDENT,SINGLE,TWITTER/X,4.4,4,5,true,WITHIN 5 MIN,155,5.8,8.4,5.5,4.1,true,false,1.9,8.2,8.2,5.5,6.3,6.6,3.9,8.5,6.0,1.5,6.4,MODERATE
USR00834,30,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,3.6,5,5,true,AFTER 30 MIN,65,5.2,2.7,2.2,3.5,false,true,4.3,7.0,4.0,6.4,4.1,6.2,4.0,8.2,3.9,4.8,7.5,LOW
USR00835,36,MALE,STUDENT,SINGLE,YOUTUBE,6.7,3,6,false,AFTER 30 MIN,102,2.4,1.6,2.4,6.2,true,true,0.2,8.5,6.8,4.6,3.0,9.4,5.9,7.9,0.0,3.6,8.5,LOW
USR00836,37,NON-BINARY,FREELANCER,MARRIED,TIKTOK,4.6,3,3,false,WITHIN 5 MIN,86,7.0,6.3,1.5,9.9,true,false,6.3,6.8,4.1,5.0,6.0,8.6,1.9,6.9,1.7,3.7,7.1,MODERATE
USR00837,24,FEMALE,STUDENT,IN A RELATIONSHIP,TIKTOK,1.0,5,4,false,5-30 MIN,22,4.3,5.8,3.1,7.9,false,true,7.8,9.1,6.9,3.5,2.3,6.6,2.3,4.5,3.3,1.6,6.4,HIGH
USR00838,37,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,6.2,8,3,false,5-30 MIN,89,6.7,6.0,4.7,3.4,false,false,7.9,4.3,10.0,8.2,3.6,8.1,5.3,7.5,4.9,6.3,5.3,HIGH
USR00839,38,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,UNKNOWN,3.4,2,8,false,WITHIN 5 MIN,44,3.5,5.3,5.3,8.4,false,true,9.8,5.1,4.6,5.8,4.1,4.4,2.2,5.0,2.5,3.0,6.2,HIGH
USR00840,36,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,6.3,4,4,true,5-30 MIN,15,0.7,4.7,5.2,5.3,true,false,4.1,3.3,5.9,5.6,1.1,9.7,4.8,8.0,0.0,0.0,7.0,MODERATE
USR00841,38,FEMALE,STUDENT,SINGLE,INSTAGRAM,4.5,1,6,true,WITHIN 5 MIN,8,5.0,3.4,7.3,3.6,true,true,7.1,5.1,3.7,5.2,7.1,7.3,3.6,3.4,4.1,4.5,4.8,HIGH
USR00842,26,FEMALE,STUDENT,SINGLE,INSTAGRAM,2.8,2,3,false,WITHIN 5 MIN,81,7.2,8.1,6.1,4.7,true,false,7.1,3.5,2.1,4.0,1.0,6.3,6.0,7.0,1.0,1.2,5.5,HIGH
USR00845,23,NON-BINARY,FREELANCER,IN A RELATIONSHIP,SNAPCHAT,3.3,1,3,false,WITHIN 5 MIN,118,6.4,5.1,6.6,0.9,true,false,4.3,7.8,4.7,6.0,5.7,4.0,4.5,4.5,2.3,3.0,6.8,MODERATE
USR00848,22,MALE,STUDENT,SINGLE,TIKTOK,7.6,3,8,false,5-30 MIN,53,7.5,2.1,10.0,3.6,true,true,4.2,4.5,6.8,5.9,5.1,8.5,7.7,8.1,3.8,1.7,5.6,SEVERE
USR00849,39,MALE,STUDENT,MARRIED,TIKTOK,1.6,4,5,false,5-30 MIN,91,6.1,6.6,4.0,4.6,true,false,5.6,4.8,3.7,5.7,7.2,6.5,3.8,5.1,3.8,4.4,8.3,LOW
USR00851,30,MALE,UNEMPLOYED,SINGLE,UNKNOWN,4.4,2,2,true,WITHIN 5 MIN,119,6.0,3.4,4.2,1.2,true,false,3.5,7.0,5.7,3.7,3.0,5.3,9.9,4.4,1.5,0.0,4.6,SEVERE
USR00852,34,MALE,WORKING PROFESSIONAL,SINGLE,FACEBOOK,7.7,4,6,true,WITHIN 5 MIN,97,4.5,5.5,3.6,4.6,false,false,4.4,3.1,5.6,6.5,5.7,5.9,6.8,5.5,3.4,0.9,4.6,SEVERE
USR00853,22,FEMALE,STUDENT,MARRIED,INSTAGRAM,3.9,1,3,false,WITHIN 5 MIN,87,5.4,6.6,5.4,4.0,true,true,5.0,3.9,5.8,5.6,5.1,9.7,6.3,5.3,1.9,5.2,6.2,MODERATE
USR00854,31,MALE,WORKING PROFESSIONAL,SINGLE,TWITTER/X,6.2,2,2,false,WITHIN 5 MIN,37,9.2,6.2,5.9,6.9,false,true,10.0,5.6,4.1,3.7,7.1,7.2,5.2,5.8,6.2,0.4,4.3,SEVERE
USR00856,21,FEMALE,UNKNOWN,SINGLE,YOUTUBE,2.3,1,4,true,5-30 MIN,110,6.7,3.3,5.1,7.1,false,false,4.3,1.2,8.6,5.7,3.8,5.4,5.6,5.0,3.2,6.8,6.1,MODERATE
USR00857,22,MALE,STUDENT,SINGLE,TIKTOK,4.5,3,4,false,WITHIN 5 MIN,51,5.2,3.7,5.4,3.3,false,false,5.2,6.9,3.4,7.2,4.2,7.3,1.4,2.1,0.4,4.3,7.3,LOW
USR00859,31,UNKNOWN,STUDENT,SINGLE,INSTAGRAM,3.9,1,6,true,WITHIN 5 MIN,53,6.6,7.2,5.0,9.0,true,true,8.4,5.4,0.9,7.6,3.3,4.7,4.4,7.5,4.5,4.7,3.7,SEVERE
USR00860,43,FEMALE,STUDENT,IN A RELATIONSHIP,FACEBOOK,1.0,3,3,false,AFTER 30 MIN,54,6.4,7.1,2.4,5.5,false,true,6.2,1.4,6.2,4.6,5.6,7.3,7.0,8.4,2.0,5.8,7.3,LOW
USR00861,17,MALE,WORKING PROFESSIONAL,MARRIED,YOUTUBE,0.5,8,3,false,AFTER 30 MIN,13,6.5,2.4,4.4,7.8,false,true,5.8,4.6,7.5,8.2,5.9,7.4,4.7,4.3,3.5,1.6,7.7,LOW
USR00862,22,NON-BINARY,STUDENT,MARRIED,TWITTER/X,4.3,3,2,false,WITHIN 5 MIN,56,6.9,2.5,4.9,7.0,true,true,5.1,1.3,4.3,8.1,7.7,8.7,6.3,9.0,4.5,5.7,7.0,MODERATE
USR00863,19,MALE,STUDENT,MARRIED,INSTAGRAM,4.4,2,4,true,AFTER 30 MIN,95,5.8,6.8,3.9,6.7,true,false,2.7,3.7,3.6,5.1,7.4,7.0,6.4,3.0,7.2,3.8,6.8,MODERATE
USR00865,44,FEMALE,FREELANCER,SINGLE,YOUTUBE,4.8,5,4,false,AFTER 30 MIN,48,4.5,5.9,4.2,3.9,true,false,5.1,0.9,3.2,8.6,9.2,5.1,6.7,7.5,3.8,3.0,9.5,LOW
USR00866,20,NON-BINARY,UNEMPLOYED,MARRIED,INSTAGRAM,2.8,2,3,true,AFTER 30 MIN,66,7.2,5.1,3.8,3.1,false,true,6.8,8.0,4.9,5.3,5.3,7.7,8.2,4.4,3.7,3.4,5.9,MODERATE
USR00867,28,MALE,UNEMPLOYED,IN A RELATIONSHIP,YOUTUBE,7.2,3,2,true,WITHIN 5 MIN,24,3.2,5.9,4.9,6.0,false,false,4.4,5.6,4.6,6.1,0.5,8.8,5.9,4.0,5.3,2.6,6.0,HIGH
USR00869,15,FEMALE,FREELANCER,SINGLE,YOUTUBE,1.4,5,3,true,WITHIN 5 MIN,71,5.7,4.8,2.6,5.7,true,false,5.2,1.7,6.9,5.9,7.0,4.9,3.8,8.1,2.7,3.4,6.5,MODERATE
USR00872,26,NON-BINARY,WORKING PROFESSIONAL,SINGLE,INSTAGRAM,4.4,2,4,true,WITHIN 5 MIN,23,4.9,4.6,5.5,4.7,true,false,3.4,5.5,0.8,5.6,2.8,6.1,6.6,6.4,3.0,2.1,7.7,LOW
USR00874,41,NON-BINARY,UNEMPLOYED,SINGLE,INSTAGRAM,3.6,1,2,true,5-30 MIN,17,2.7,5.3,5.0,5.1,false,true,6.5,4.8,4.8,3.5,4.6,5.8,0.4,6.4,2.1,2.9,5.4,HIGH
USR00875,44,MALE,UNKNOWN,SINGLE,FACEBOOK,3.3,7,4,false,5-30 MIN,145,6.8,7.8,6.2,6.1,false,true,5.1,7.0,4.0,2.3,6.8,7.1,5.8,4.9,4.9,2.8,4.3,SEVERE
USR00876,30,FEMALE,WORKING PROFESSIONAL,SINGLE,INSTAGRAM,0.5,2,3,false,5-30 MIN,72,3.2,8.1,2.8,2.2,true,true,5.6,4.6,6.2,5.6,4.7,10.0,3.2,2.9,2.9,2.3,8.0,LOW
USR00877,19,NON-BINARY,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,5.4,4,3,true,WITHIN 5 MIN,86,5.2,6.9,5.2,8.8,true,true,7.6,6.3,2.3,5.5,7.2,5.5,5.9,10.0,2.3,2.0,4.9,HIGH
USR00879,29,FEMALE,STUDENT,SINGLE,TIKTOK,3.2,2,3,true,AFTER 30 MIN,52,5.4,3.8,5.3,6.7,true,true,4.9,4.5,3.3,4.5,6.2,6.2,4.8,4.3,5.5,2.3,5.5,HIGH
USR00881,27,MALE,STUDENT,SINGLE,INSTAGRAM,3.9,2,6,false,5-30 MIN,20,5.2,7.4,2.6,3.2,true,false,3.7,2.2,6.0,5.2,5.3,6.1,1.1,5.4,1.2,3.4,7.8,LOW
USR00883,25,FEMALE,FREELANCER,IN A RELATIONSHIP,TIKTOK,4.2,5,3,false,5-30 MIN,108,3.9,3.5,5.0,4.7,true,false,0.3,7.5,4.9,3.3,5.0,4.2,7.1,9.7,1.8,1.3,6.9,LOW
USR00885,15,FEMALE,UNEMPLOYED,SINGLE,TIKTOK,4.4,3,2,false,5-30 MIN,47,3.6,8.7,2.9,0.0,false,false,3.4,3.4,1.8,5.1,5.8,4.9,6.6,5.8,0.0,3.0,7.7,LOW
USR00887,40,MALE,STUDENT,SINGLE,SNAPCHAT,8.4,2,2,false,AFTER 30 MIN,74,7.9,5.5,8.6,7.4,true,true,5.6,8.6,1.5,6.1,3.0,6.9,4.6,5.5,3.0,5.0,5.4,HIGH
USR00888,28,MALE,STUDENT,SINGLE,TIKTOK,4.0,3,1,false,5-30 MIN,5,8.1,6.7,5.1,2.6,true,false,4.3,3.8,5.2,4.8,5.6,4.2,6.1,4.7,1.9,4.5,6.5,MODERATE
USR00889,18,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TWITTER/X,4.5,1,5,true,5-30 MIN,136,4.5,4.9,7.8,5.0,true,true,6.6,6.0,3.9,2.1,6.3,6.7,4.9,1.3,3.0,2.0,4.1,SEVERE
USR00890,20,MALE,FREELANCER,SINGLE,FACEBOOK,5.0,2,3,false,WITHIN 5 MIN,48,1.0,5.8,3.9,2.6,true,false,5.6,4.6,2.9,7.6,5.6,5.9,3.3,7.2,2.3,0.5,8.3,LOW
USR00892,28,FEMALE,STUDENT,IN A RELATIONSHIP,TIKTOK,1.3,2,7,true,WITHIN 5 MIN,122,3.8,2.1,6.8,4.6,true,false,8.7,4.3,3.4,5.8,8.1,7.0,6.3,8.0,2.4,1.8,6.4,MODERATE
USR00893,32,MALE,STUDENT,SINGLE,SNAPCHAT,9.3,4,2,true,WITHIN 5 MIN,57,7.9,3.5,5.3,8.9,false,false,4.5,6.0,4.5,6.5,4.7,5.2,2.4,8.2,2.3,3.3,4.8,SEVERE
USR00894,25,UNKNOWN,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,4.4,4,5,true,5-30 MIN,74,6.2,1.4,5.6,5.9,false,true,5.7,5.7,5.8,6.4,9.3,6.8,3.2,8.5,4.0,1.6,7.0,MODERATE
USR00896,38,FEMALE,FREELANCER,SINGLE,INSTAGRAM,6.2,3,4,false,AFTER 30 MIN,41,4.2,5.6,2.2,8.0,false,true,7.3,5.9,2.3,6.4,6.8,6.5,4.6,7.3,2.7,2.6,7.4,MODERATE
USR00897,22,MALE,WORKING PROFESSIONAL,MARRIED,INSTAGRAM,3.4,2,6,true,WITHIN 5 MIN,55,5.5,6.5,3.6,0.0,false,false,7.4,1.9,3.9,5.3,3.2,5.7,5.0,5.9,2.6,2.9,6.8,MODERATE
USR00898,17,MALE,UNKNOWN,SINGLE,SNAPCHAT,2.3,2,2,true,WITHIN 5 MIN,28,2.7,6.8,2.8,5.3,true,true,4.6,7.3,5.3,4.7,3.3,6.0,3.4,3.5,2.6,2.7,6.0,HIGH
USR00900,37,MALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TWITTER/X,1.3,5,5,true,AFTER 30 MIN,16,5.9,6.6,6.2,6.4,false,false,9.3,2.8,5.8,5.7,10.0,4.2,7.4,6.2,6.7,3.1,7.6,LOW
USR00901,27,FEMALE,STUDENT,SINGLE,YOUTUBE,2.1,2,2,true,AFTER 30 MIN,68,6.0,5.2,4.5,1.8,false,false,2.8,7.4,6.6,7.1,7.1,6.9,9.1,5.4,0.9,4.3,9.3,LOW
USR00902,35,UNKNOWN,FREELANCER,MARRIED,SNAPCHAT,6.2,3,5,false,5-30 MIN,16,7.1,3.8,2.0,5.1,true,true,0.9,3.3,0.1,3.5,8.4,6.4,2.4,2.3,3.6,1.8,8.5,LOW
USR00903,39,UNKNOWN,WORKING PROFESSIONAL,SINGLE,YOUTUBE,4.5,3,6,false,WITHIN 5 MIN,31,4.9,5.5,5.6,6.9,true,true,6.4,4.4,5.4,2.0,7.7,6.6,5.7,5.4,2.0,1.9,5.8,HIGH
USR00904,17,FEMALE,WORKING PROFESSIONAL,SINGLE,TIKTOK,3.7,4,4,false,5-30 MIN,39,6.3,5.5,3.3,5.5,true,false,2.8,3.9,4.6,2.1,8.1,6.8,7.0,7.3,4.1,6.0,7.1,MODERATE
USR00905,22,FEMALE,STUDENT,MARRIED,INSTAGRAM,7.1,4,6,true,WITHIN 5 MIN,84,4.3,4.6,6.8,5.5,false,false,2.2,3.8,6.9,5.3,9.0,5.3,5.0,5.3,5.0,4.9,5.0,HIGH
USR00907,20,MALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,3.4,1,3,true,WITHIN 5 MIN,53,8.0,4.2,3.8,5.3,false,true,3.4,7.9,7.4,3.0,3.4,7.9,6.9,5.0,4.0,5.7,4.7,SEVERE
USR00908,22,MALE,FREELANCER,MARRIED,YOUTUBE,1.1,1,4,false,AFTER 30 MIN,57,5.6,5.3,6.7,4.1,false,false,5.4,3.8,4.3,2.4,6.3,6.6,5.6,9.6,3.2,2.8,8.7,LOW
USR00909,42,FEMALE,STUDENT,SINGLE,FACEBOOK,3.1,5,5,true,WITHIN 5 MIN,65,6.5,7.2,4.0,2.8,true,false,7.0,6.5,5.7,8.5,1.8,7.1,2.1,7.4,1.6,3.3,6.5,MODERATE
USR00911,43,MALE,STUDENT,SINGLE,TIKTOK,2.3,4,4,false,AFTER 30 MIN,75,6.1,3.2,5.1,4.0,true,false,5.8,3.0,5.4,7.4,5.6,5.3,4.7,6.4,2.3,4.4,8.5,LOW
USR00912,24,MALE,STUDENT,IN A RELATIONSHIP,INSTAGRAM,9.0,3,5,true,5-30 MIN,96,7.3,9.9,6.6,9.0,true,false,6.3,4.7,4.0,4.2,7.0,5.9,5.1,5.7,0.0,0.3,2.7,SEVERE
